uid,domain_group,domain_method
zppep69n,domain_06,kmeans_standardized_geometry_v1
gpcivi05,domain_06,kmeans_standardized_geometry_v1
2u9az3ce,domain_06,kmeans_standardized_geometry_v1
gbmxikvr,domain_06,kmeans_standardized_geometry_v1
ecjtr0m6,domain_07,kmeans_standardized_geometry_v1
hz72kxsj,domain_07,kmeans_standardized_geometry_v1
zsb6zwkh,domain_07,kmeans_standardized_geometry_v1
e9i0hn3f,domain_07,kmeans_standardized_geometry_v1
9zxqerbk,domain_07,kmeans_standardized_geometry_v1
n3dkvr5n,domain_07,kmeans_standardized_geometry_v1
bhgpbktm,domain_07,kmeans_standardized_geometry_v1
av6763v1,domain_07,kmeans_standardized_geometry_v1
m3pp00cd,domain_07,kmeans_standardized_geometry_v1
nzy47quu,domain_07,kmeans_standardized_geometry_v1
sfn07ea2,domain_07,kmeans_standardized_geometry_v1
8ditmown,domain_07,kmeans_standardized_geometry_v1
x23veulj,domain_07,kmeans_standardized_geometry_v1
gqpq8r4h,domain_07,kmeans_standardized_geometry_v1
c7jvlcg1,domain_07,kmeans_standardized_geometry_v1
j5ewfwbe,domain_07,kmeans_standardized_geometry_v1
by4ubzcz,domain_07,kmeans_standardized_geometry_v1
jjy4mzvm,domain_07,kmeans_standardized_geometry_v1
cpsiln3o,domain_07,kmeans_standardized_geometry_v1
x5fl2mox,domain_07,kmeans_standardized_geometry_v1
q9wfb76a,domain_07,kmeans_standardized_geometry_v1
v3s2sumh,domain_07,kmeans_standardized_geometry_v1
3b0n9cc7,domain_07,kmeans_standardized_geometry_v1
isutp04s,domain_07,kmeans_standardized_geometry_v1
brspj4ki,domain_07,kmeans_standardized_geometry_v1
i1nq0ei0,domain_07,kmeans_standardized_geometry_v1
5nms6xvq,domain_07,kmeans_standardized_geometry_v1
pu3et1ov,domain_07,kmeans_standardized_geometry_v1
ejklcp9u,domain_07,kmeans_standardized_geometry_v1
w165aejt,domain_07,kmeans_standardized_geometry_v1
70ebpy9e,domain_07,kmeans_standardized_geometry_v1
576mouze,domain_07,kmeans_standardized_geometry_v1
66vw9b0m,domain_07,kmeans_standardized_geometry_v1
qoq4kreg,domain_07,kmeans_standardized_geometry_v1
167d6vnx,domain_07,kmeans_standardized_geometry_v1
npsv8dkm,domain_07,kmeans_standardized_geometry_v1
u6u4pllg,domain_07,kmeans_standardized_geometry_v1
f309hsuw,domain_07,kmeans_standardized_geometry_v1
dkejp5k7,domain_07,kmeans_standardized_geometry_v1
917xfh41,domain_07,kmeans_standardized_geometry_v1
a68t2a3a,domain_07,kmeans_standardized_geometry_v1
h7u0s3kd,domain_07,kmeans_standardized_geometry_v1
z4ppj590,domain_07,kmeans_standardized_geometry_v1
emc20lsj,domain_07,kmeans_standardized_geometry_v1
ws1zl7p7,domain_07,kmeans_standardized_geometry_v1
2l4x5bwa,domain_07,kmeans_standardized_geometry_v1
en7yjf30,domain_07,kmeans_standardized_geometry_v1
kh5840ac,domain_07,kmeans_standardized_geometry_v1
uhgpjnvw,domain_07,kmeans_standardized_geometry_v1
rxgkikr2,domain_07,kmeans_standardized_geometry_v1
omrde51k,domain_07,kmeans_standardized_geometry_v1
8lxeqlez,domain_07,kmeans_standardized_geometry_v1
z1r2roik,domain_07,kmeans_standardized_geometry_v1
s62c1jlo,domain_07,kmeans_standardized_geometry_v1
po6j0m3l,domain_07,kmeans_standardized_geometry_v1
oufhw8wl,domain_07,kmeans_standardized_geometry_v1
va02dz61,domain_07,kmeans_standardized_geometry_v1
txsnhft4,domain_07,kmeans_standardized_geometry_v1
i26lh07b,domain_07,kmeans_standardized_geometry_v1
a7dorfki,domain_07,kmeans_standardized_geometry_v1
1ije2xe0,domain_07,kmeans_standardized_geometry_v1
jdcz1oa3,domain_07,kmeans_standardized_geometry_v1
vf02gvll,domain_07,kmeans_standardized_geometry_v1
sajhjxqk,domain_07,kmeans_standardized_geometry_v1
d8ur6tia,domain_07,kmeans_standardized_geometry_v1
rontdi9o,domain_07,kmeans_standardized_geometry_v1
inuxl39d,domain_07,kmeans_standardized_geometry_v1
g5rifwr0,domain_07,kmeans_standardized_geometry_v1
ui1jlmfl,domain_07,kmeans_standardized_geometry_v1
uoay12tl,domain_07,kmeans_standardized_geometry_v1
xlzs49cd,domain_07,kmeans_standardized_geometry_v1
zn1f0fp8,domain_07,kmeans_standardized_geometry_v1
bpg2r0to,domain_07,kmeans_standardized_geometry_v1
kpk7yswn,domain_07,kmeans_standardized_geometry_v1
xfshwzsj,domain_07,kmeans_standardized_geometry_v1
q77z4es3,domain_07,kmeans_standardized_geometry_v1
aofc9lgy,domain_07,kmeans_standardized_geometry_v1
tlcqfmui,domain_07,kmeans_standardized_geometry_v1
w7j35vlw,domain_07,kmeans_standardized_geometry_v1
ojtxcf0k,domain_07,kmeans_standardized_geometry_v1
jd2v1l1v,domain_07,kmeans_standardized_geometry_v1
j35yrg29,domain_07,kmeans_standardized_geometry_v1
d2ff5l6b,domain_07,kmeans_standardized_geometry_v1
spxlseun,domain_07,kmeans_standardized_geometry_v1
nrlst548,domain_07,kmeans_standardized_geometry_v1
84z4ur2y,domain_07,kmeans_standardized_geometry_v1
upmanqy0,domain_07,kmeans_standardized_geometry_v1
hu97ng0a,domain_07,kmeans_standardized_geometry_v1
psaldnj7,domain_07,kmeans_standardized_geometry_v1
vbjrbzjw,domain_07,kmeans_standardized_geometry_v1
83579wrr,domain_07,kmeans_standardized_geometry_v1
513bb6f0,domain_07,kmeans_standardized_geometry_v1
5ep4cwcd,domain_07,kmeans_standardized_geometry_v1
t9gwa44l,domain_07,kmeans_standardized_geometry_v1
z6v7s7o4,domain_07,kmeans_standardized_geometry_v1
yc3s0dpj,domain_07,kmeans_standardized_geometry_v1
hsg04ajm,domain_07,kmeans_standardized_geometry_v1
muzuqed0,domain_07,kmeans_standardized_geometry_v1
gv812hnc,domain_07,kmeans_standardized_geometry_v1
0i4x6g1e,domain_07,kmeans_standardized_geometry_v1
bzgflig5,domain_07,kmeans_standardized_geometry_v1
gkzjrumx,domain_07,kmeans_standardized_geometry_v1
qw3b4nth,domain_07,kmeans_standardized_geometry_v1
zm32hzs3,domain_07,kmeans_standardized_geometry_v1
2d1jqbex,domain_07,kmeans_standardized_geometry_v1
gfvnnvbz,domain_07,kmeans_standardized_geometry_v1
w5apmxd6,domain_07,kmeans_standardized_geometry_v1
lqga3qup,domain_07,kmeans_standardized_geometry_v1
o4jnmyk8,domain_07,kmeans_standardized_geometry_v1
516sp18o,domain_07,kmeans_standardized_geometry_v1
bs7587h9,domain_07,kmeans_standardized_geometry_v1
1el88l12,domain_07,kmeans_standardized_geometry_v1
qfaf5kci,domain_07,kmeans_standardized_geometry_v1
hdiy4nrm,domain_07,kmeans_standardized_geometry_v1
qyz6y3z1,domain_07,kmeans_standardized_geometry_v1
de1e1630,domain_07,kmeans_standardized_geometry_v1
pocr0vhv,domain_07,kmeans_standardized_geometry_v1
1nm3v16x,domain_07,kmeans_standardized_geometry_v1
eghpmxpk,domain_07,kmeans_standardized_geometry_v1
n3b8pfy4,domain_07,kmeans_standardized_geometry_v1
qcyd52al,domain_07,kmeans_standardized_geometry_v1
unqr8o1k,domain_07,kmeans_standardized_geometry_v1
jwv2qnrm,domain_07,kmeans_standardized_geometry_v1
tn29tnyf,domain_07,kmeans_standardized_geometry_v1
m7vh30qb,domain_07,kmeans_standardized_geometry_v1
kern6yjm,domain_07,kmeans_standardized_geometry_v1
k3tgmalw,domain_07,kmeans_standardized_geometry_v1
vmb0idd0,domain_07,kmeans_standardized_geometry_v1
wpj8yi34,domain_07,kmeans_standardized_geometry_v1
0sqcnf9w,domain_07,kmeans_standardized_geometry_v1
5n9c70pa,domain_07,kmeans_standardized_geometry_v1
8jx54peg,domain_07,kmeans_standardized_geometry_v1
jks4i2nr,domain_07,kmeans_standardized_geometry_v1
1p02jyv6,domain_07,kmeans_standardized_geometry_v1
yjoaoejv,domain_07,kmeans_standardized_geometry_v1
9lhalckz,domain_07,kmeans_standardized_geometry_v1
3vwlo7am,domain_07,kmeans_standardized_geometry_v1
mpq0hzyj,domain_07,kmeans_standardized_geometry_v1
b48wumh9,domain_07,kmeans_standardized_geometry_v1
nklybwgm,domain_07,kmeans_standardized_geometry_v1
p9a9uri7,domain_07,kmeans_standardized_geometry_v1
ev4dh9ug,domain_07,kmeans_standardized_geometry_v1
f10oo1pv,domain_07,kmeans_standardized_geometry_v1
lnd581lt,domain_07,kmeans_standardized_geometry_v1
o4rq3q7g,domain_07,kmeans_standardized_geometry_v1
ktmqg6nx,domain_07,kmeans_standardized_geometry_v1
9owwew9v,domain_07,kmeans_standardized_geometry_v1
08liuqdn,domain_07,kmeans_standardized_geometry_v1
05xt54fn,domain_07,kmeans_standardized_geometry_v1
5g77lk6h,domain_07,kmeans_standardized_geometry_v1
qiv929se,domain_07,kmeans_standardized_geometry_v1
vl7fq8ab,domain_07,kmeans_standardized_geometry_v1
y595cpjz,domain_07,kmeans_standardized_geometry_v1
e1xtar0k,domain_07,kmeans_standardized_geometry_v1
o31nzsxp,domain_07,kmeans_standardized_geometry_v1
efj31ego,domain_07,kmeans_standardized_geometry_v1
m62hdxc6,domain_07,kmeans_standardized_geometry_v1
rijkq2zu,domain_07,kmeans_standardized_geometry_v1
v1fkhnnk,domain_07,kmeans_standardized_geometry_v1
8fwrpk0z,domain_07,kmeans_standardized_geometry_v1
fknwbhkv,domain_07,kmeans_standardized_geometry_v1
jz09owgm,domain_07,kmeans_standardized_geometry_v1
f4ln5rgs,domain_07,kmeans_standardized_geometry_v1
g6a8mlik,domain_07,kmeans_standardized_geometry_v1
22xmq664,domain_07,kmeans_standardized_geometry_v1
42sihxod,domain_07,kmeans_standardized_geometry_v1
lctt058c,domain_07,kmeans_standardized_geometry_v1
uij0yxiy,domain_07,kmeans_standardized_geometry_v1
qbvtdg3c,domain_07,kmeans_standardized_geometry_v1
6scivuqt,domain_07,kmeans_standardized_geometry_v1
2lwhedht,domain_07,kmeans_standardized_geometry_v1
hruu5e51,domain_07,kmeans_standardized_geometry_v1
h3wqa1vr,domain_07,kmeans_standardized_geometry_v1
gss8k5ij,domain_07,kmeans_standardized_geometry_v1
ulp98rl9,domain_07,kmeans_standardized_geometry_v1
qfcpk7pw,domain_07,kmeans_standardized_geometry_v1
tg21hslt,domain_07,kmeans_standardized_geometry_v1
dkvuff12,domain_07,kmeans_standardized_geometry_v1
4vf89x22,domain_07,kmeans_standardized_geometry_v1
j7q4kfmm,domain_07,kmeans_standardized_geometry_v1
0qpop1o8,domain_07,kmeans_standardized_geometry_v1
m291azhz,domain_07,kmeans_standardized_geometry_v1
knl2luhh,domain_07,kmeans_standardized_geometry_v1
s4dilrzq,domain_07,kmeans_standardized_geometry_v1
8bxy6rkv,domain_07,kmeans_standardized_geometry_v1
ndxjn7de,domain_07,kmeans_standardized_geometry_v1
0l1offkh,domain_07,kmeans_standardized_geometry_v1
diu1jtka,domain_07,kmeans_standardized_geometry_v1
1c2zl46q,domain_07,kmeans_standardized_geometry_v1
5gqqlyzj,domain_07,kmeans_standardized_geometry_v1
0aeoorbt,domain_07,kmeans_standardized_geometry_v1
6sapbs22,domain_07,kmeans_standardized_geometry_v1
ruw0u92t,domain_07,kmeans_standardized_geometry_v1
24d7v911,domain_07,kmeans_standardized_geometry_v1
pjq50xcx,domain_07,kmeans_standardized_geometry_v1
msy3paua,domain_07,kmeans_standardized_geometry_v1
3aipjiyl,domain_07,kmeans_standardized_geometry_v1
qx1um55f,domain_07,kmeans_standardized_geometry_v1
1hgav42t,domain_07,kmeans_standardized_geometry_v1
8llihkpj,domain_07,kmeans_standardized_geometry_v1
7hme6p4n,domain_07,kmeans_standardized_geometry_v1
p00nqohn,domain_07,kmeans_standardized_geometry_v1
3dg60e1e,domain_07,kmeans_standardized_geometry_v1
rv0lg92m,domain_07,kmeans_standardized_geometry_v1
jeqa2o4m,domain_07,kmeans_standardized_geometry_v1
84p4k9dx,domain_07,kmeans_standardized_geometry_v1
oq8jxlfi,domain_07,kmeans_standardized_geometry_v1
uefz1c25,domain_07,kmeans_standardized_geometry_v1
xnofg780,domain_07,kmeans_standardized_geometry_v1
3g5dfrlw,domain_07,kmeans_standardized_geometry_v1
6jl2l5b5,domain_07,kmeans_standardized_geometry_v1
6bnvsfa6,domain_07,kmeans_standardized_geometry_v1
d9er94te,domain_07,kmeans_standardized_geometry_v1
vwlq6exn,domain_07,kmeans_standardized_geometry_v1
wzr04hhe,domain_07,kmeans_standardized_geometry_v1
7icdo5di,domain_07,kmeans_standardized_geometry_v1
gxl9ysu5,domain_07,kmeans_standardized_geometry_v1
1epxu7b6,domain_07,kmeans_standardized_geometry_v1
nbhgfb2f,domain_07,kmeans_standardized_geometry_v1
lurmw3uq,domain_07,kmeans_standardized_geometry_v1
hwtek17m,domain_07,kmeans_standardized_geometry_v1
6j3rtxym,domain_07,kmeans_standardized_geometry_v1
scnx8eiq,domain_07,kmeans_standardized_geometry_v1
etk5lp9c,domain_07,kmeans_standardized_geometry_v1
5so79h4h,domain_07,kmeans_standardized_geometry_v1
a0mvf4s2,domain_07,kmeans_standardized_geometry_v1
ni8tndfw,domain_07,kmeans_standardized_geometry_v1
w41f7v4k,domain_07,kmeans_standardized_geometry_v1
88k686qe,domain_07,kmeans_standardized_geometry_v1
7ajul7w8,domain_07,kmeans_standardized_geometry_v1
cof3138i,domain_07,kmeans_standardized_geometry_v1
2xog4c8j,domain_07,kmeans_standardized_geometry_v1
6e07fpy1,domain_07,kmeans_standardized_geometry_v1
aeldwqxk,domain_07,kmeans_standardized_geometry_v1
e0qc96mj,domain_07,kmeans_standardized_geometry_v1
9n6eqv5y,domain_07,kmeans_standardized_geometry_v1
21id9vvn,domain_07,kmeans_standardized_geometry_v1
5x48pw5k,domain_07,kmeans_standardized_geometry_v1
0jjsp49c,domain_07,kmeans_standardized_geometry_v1
d3irvxd2,domain_07,kmeans_standardized_geometry_v1
zu4ns7nv,domain_07,kmeans_standardized_geometry_v1
v28ue1my,domain_07,kmeans_standardized_geometry_v1
6po0m24u,domain_07,kmeans_standardized_geometry_v1
s73w1yau,domain_07,kmeans_standardized_geometry_v1
a8d7204j,domain_07,kmeans_standardized_geometry_v1
3m9iqbq9,domain_07,kmeans_standardized_geometry_v1
j2h1tlom,domain_07,kmeans_standardized_geometry_v1
344mw04i,domain_07,kmeans_standardized_geometry_v1
3dzxlrgn,domain_07,kmeans_standardized_geometry_v1
jzm3618l,domain_07,kmeans_standardized_geometry_v1
eu6zu1to,domain_07,kmeans_standardized_geometry_v1
zhdv5ojz,domain_07,kmeans_standardized_geometry_v1
to7d835k,domain_07,kmeans_standardized_geometry_v1
uc9pbtyj,domain_07,kmeans_standardized_geometry_v1
r39iixha,domain_07,kmeans_standardized_geometry_v1
iaw4otuo,domain_07,kmeans_standardized_geometry_v1
4uw590z9,domain_07,kmeans_standardized_geometry_v1
2jn67lm8,domain_07,kmeans_standardized_geometry_v1
e49ite92,domain_07,kmeans_standardized_geometry_v1
srl3vzzx,domain_07,kmeans_standardized_geometry_v1
t9qubwrp,domain_07,kmeans_standardized_geometry_v1
8guucm5f,domain_07,kmeans_standardized_geometry_v1
yczu80zr,domain_07,kmeans_standardized_geometry_v1
z79hqtyl,domain_07,kmeans_standardized_geometry_v1
u58ftyla,domain_07,kmeans_standardized_geometry_v1
vzme9wt0,domain_04,kmeans_standardized_geometry_v1
0iv1ggxr,domain_01,kmeans_standardized_geometry_v1
ed8u8noz,domain_04,kmeans_standardized_geometry_v1
emdmz5rg,domain_05,kmeans_standardized_geometry_v1
oi9wm1sa,domain_04,kmeans_standardized_geometry_v1
v9cng8ta,domain_04,kmeans_standardized_geometry_v1
na6u48gw,domain_04,kmeans_standardized_geometry_v1
ghm56vu6,domain_04,kmeans_standardized_geometry_v1
z5gf3bbt,domain_04,kmeans_standardized_geometry_v1
873lkmgs,domain_04,kmeans_standardized_geometry_v1
6rv9777t,domain_04,kmeans_standardized_geometry_v1
nqetmni3,domain_04,kmeans_standardized_geometry_v1
gom6736z,domain_04,kmeans_standardized_geometry_v1
4dsxlsut,domain_04,kmeans_standardized_geometry_v1
othlqh7p,domain_01,kmeans_standardized_geometry_v1
pcaduvl9,domain_05,kmeans_standardized_geometry_v1
11zsb8lv,domain_04,kmeans_standardized_geometry_v1
6tx0tbkg,domain_04,kmeans_standardized_geometry_v1
8b350sgn,domain_01,kmeans_standardized_geometry_v1
z6d86zch,domain_04,kmeans_standardized_geometry_v1
hxa7hy7a,domain_04,kmeans_standardized_geometry_v1
i33993n4,domain_04,kmeans_standardized_geometry_v1
bfiy5pu5,domain_05,kmeans_standardized_geometry_v1
wh50jyoo,domain_04,kmeans_standardized_geometry_v1
k63rvwoz,domain_04,kmeans_standardized_geometry_v1
qxiwe6rg,domain_04,kmeans_standardized_geometry_v1
l7jy7otk,domain_04,kmeans_standardized_geometry_v1
ude358tr,domain_04,kmeans_standardized_geometry_v1
e9qdi3g1,domain_04,kmeans_standardized_geometry_v1
3iwpfvb7,domain_04,kmeans_standardized_geometry_v1
1ghlu8m8,domain_04,kmeans_standardized_geometry_v1
7mhxofkc,domain_04,kmeans_standardized_geometry_v1
ggxp5cit,domain_04,kmeans_standardized_geometry_v1
uf8cyotw,domain_04,kmeans_standardized_geometry_v1
g7nfdinu,domain_04,kmeans_standardized_geometry_v1
31eiwucx,domain_04,kmeans_standardized_geometry_v1
67xkwq0y,domain_04,kmeans_standardized_geometry_v1
wm9q7ftm,domain_04,kmeans_standardized_geometry_v1
fwg895na,domain_04,kmeans_standardized_geometry_v1
2fqztio4,domain_04,kmeans_standardized_geometry_v1
m7pp0pnn,domain_04,kmeans_standardized_geometry_v1
lo0hhgh5,domain_04,kmeans_standardized_geometry_v1
xw6t1oxh,domain_04,kmeans_standardized_geometry_v1
fdxk31wb,domain_04,kmeans_standardized_geometry_v1
htfnsgpy,domain_04,kmeans_standardized_geometry_v1
8257ge0q,domain_02,kmeans_standardized_geometry_v1
uz2z0kdn,domain_01,kmeans_standardized_geometry_v1
upcj8mo7,domain_05,kmeans_standardized_geometry_v1
65efuxq9,domain_05,kmeans_standardized_geometry_v1
njc2goui,domain_05,kmeans_standardized_geometry_v1
fezac2ex,domain_02,kmeans_standardized_geometry_v1
va5e742g,domain_05,kmeans_standardized_geometry_v1
rrdnwt2f,domain_05,kmeans_standardized_geometry_v1
es5cs9ui,domain_05,kmeans_standardized_geometry_v1
14nijcp5,domain_05,kmeans_standardized_geometry_v1
2ay7ov50,domain_05,kmeans_standardized_geometry_v1
ew25x1fv,domain_05,kmeans_standardized_geometry_v1
k1pbcd6f,domain_05,kmeans_standardized_geometry_v1
xnoq37kt,domain_05,kmeans_standardized_geometry_v1
ll8sn5yz,domain_06,kmeans_standardized_geometry_v1
7vxuqdrm,domain_05,kmeans_standardized_geometry_v1
swjjjksl,domain_05,kmeans_standardized_geometry_v1
66uml3so,domain_05,kmeans_standardized_geometry_v1
jpx16f1k,domain_06,kmeans_standardized_geometry_v1
yntl2ug0,domain_06,kmeans_standardized_geometry_v1
5wh23gxr,domain_05,kmeans_standardized_geometry_v1
irjutfvj,domain_02,kmeans_standardized_geometry_v1
839ag77q,domain_01,kmeans_standardized_geometry_v1
9vjuhbp9,domain_02,kmeans_standardized_geometry_v1
vrnegn2b,domain_05,kmeans_standardized_geometry_v1
4jtj27yh,domain_02,kmeans_standardized_geometry_v1
6uamwjpi,domain_06,kmeans_standardized_geometry_v1
wujt4ftl,domain_05,kmeans_standardized_geometry_v1
h33hw8d0,domain_05,kmeans_standardized_geometry_v1
9jrd4hqf,domain_02,kmeans_standardized_geometry_v1
ghdiluvn,domain_02,kmeans_standardized_geometry_v1
hdczp0nw,domain_05,kmeans_standardized_geometry_v1
ntj5r2sl,domain_05,kmeans_standardized_geometry_v1
rw4vnzvz,domain_06,kmeans_standardized_geometry_v1
n2hloiki,domain_05,kmeans_standardized_geometry_v1
vqa7izq2,domain_01,kmeans_standardized_geometry_v1
nmnr06dj,domain_01,kmeans_standardized_geometry_v1
in9rg4xv,domain_05,kmeans_standardized_geometry_v1
349n1d6d,domain_06,kmeans_standardized_geometry_v1
zbc7qk4k,domain_01,kmeans_standardized_geometry_v1
6ilsidbx,domain_06,kmeans_standardized_geometry_v1
287gt76i,domain_01,kmeans_standardized_geometry_v1
3hzcd3ge,domain_02,kmeans_standardized_geometry_v1
q10f7ia4,domain_01,kmeans_standardized_geometry_v1
1sascebf,domain_02,kmeans_standardized_geometry_v1
e54ukigd,domain_06,kmeans_standardized_geometry_v1
ix1cnaq2,domain_06,kmeans_standardized_geometry_v1
yotos87m,domain_06,kmeans_standardized_geometry_v1
vz01sosr,domain_02,kmeans_standardized_geometry_v1
2hvnkvon,domain_06,kmeans_standardized_geometry_v1
nlhapwf5,domain_06,kmeans_standardized_geometry_v1
20xkiaip,domain_02,kmeans_standardized_geometry_v1
rqq5qob8,domain_06,kmeans_standardized_geometry_v1
67kbqnxp,domain_06,kmeans_standardized_geometry_v1
vmsr75rm,domain_06,kmeans_standardized_geometry_v1
g7f9fzja,domain_02,kmeans_standardized_geometry_v1
hsao2qwk,domain_02,kmeans_standardized_geometry_v1
bsepr1b2,domain_02,kmeans_standardized_geometry_v1
0uc87nxp,domain_05,kmeans_standardized_geometry_v1
0jf6dnob,domain_06,kmeans_standardized_geometry_v1
k8hup3ft,domain_05,kmeans_standardized_geometry_v1
j6ac4jrc,domain_05,kmeans_standardized_geometry_v1
q97rcq6w,domain_05,kmeans_standardized_geometry_v1
948ju63l,domain_02,kmeans_standardized_geometry_v1
xsy4vy32,domain_01,kmeans_standardized_geometry_v1
i3pj7k99,domain_01,kmeans_standardized_geometry_v1
bv2j3t4h,domain_05,kmeans_standardized_geometry_v1
8qfdtn0p,domain_06,kmeans_standardized_geometry_v1
lcfr7cl6,domain_05,kmeans_standardized_geometry_v1
p3frb7ei,domain_01,kmeans_standardized_geometry_v1
5r8vo4kv,domain_02,kmeans_standardized_geometry_v1
fflncc2a,domain_05,kmeans_standardized_geometry_v1
trd83x9a,domain_02,kmeans_standardized_geometry_v1
ge9ny3mu,domain_05,kmeans_standardized_geometry_v1
b6lbu9w3,domain_05,kmeans_standardized_geometry_v1
ggo9dvws,domain_06,kmeans_standardized_geometry_v1
3kcvjxzd,domain_05,kmeans_standardized_geometry_v1
vyb4xz3m,domain_02,kmeans_standardized_geometry_v1
